Company Name,Stock,Ticker,ESG Risk,ESG Rating
Albany International Corp.,NYS,AIN,Medium ESG Risk,22.5
Albaraka Türk Katilim Bankasi AS,IST,ALBRK.E,Medium ESG Risk,27.5
Albemarle Corp.,NYS,ALB,Medium ESG Risk,26.6
Alberta PowerLine LP,-,,Severe ESG Risk,45.7
"Albertsons Cos., Inc.",NYS,ACI,High ESG Risk,32.5
"Albireo Pharma, Inc.",-,,Medium ESG Risk,28.1
Alchip Technologies Ltd.,TAI,3661,High ESG Risk,34.8
Alcoa Corp.,NYS,AA,Medium ESG Risk,24.1
Alcon AG,SWX,ALC,Medium ESG Risk,24.7
ALCONIX Corp.,TKS,3036,Severe ESG Risk,50.1
ALD SA,PAR,ALD,Low ESG Risk,15.8
Aldar Investment Properties LLC,-,,Negligible ESG Risk,9.5
Aldar Properties PJSC,ADS,ALDAR,Low ESG Risk,15.5
"Aldeyra Therapeutics, Inc.",NAS,ALDX,Medium ESG Risk,29.3
Aldrees Petroleum & Transport Services Co.,SAU,4200,Severe ESG Risk,47.6
Aleatica SAB de CV,MEX,ALEATIC,Low ESG Risk,11.9
"Alector, Inc.",NAS,ALEC,Medium ESG Risk,29.7
"Alectra, Inc.",-,,Severe ESG Risk,45.5
"Alectra, Inc. (Canada)",-,,High ESG Risk,34.1
Alembic Pharmaceuticals Ltd.,BOM,533573,High ESG Risk,34.1
Alerus Financial Corp.,NAS,ALRS,High ESG Risk,31.6
"Alexander & Baldwin, Inc.",NYS,ALEX,Medium ESG Risk,21.2
Alexander Forbes Group Holdings Ltd.,JSE,AFH,High ESG Risk,35.8
"Alexander's, Inc.",NYS,ALX,Medium ESG Risk,20.2
"Alexandria Real Estate Equities, Inc.",NYS,ARE,Low ESG Risk,13.8
Alfa Desarrollo SpA,-,,High ESG Risk,31.3
Alfa Financial Software Holdings Plc,LON,ALFA,Low ESG Risk,16.3
Alfa Laval AB,OME,ALFA,Medium ESG Risk,26.7
Alfa SAB de CV,MEX,ALFAA,Severe ESG Risk,44.6
Alfen NV,AMS,ALFEN,Medium ESG Risk,20.3
Alfresa Holdings Corp.,TKS,2784,Low ESG Risk,16.2
Algonquin Power & Utilities Corp.,TSE,AQN,Medium ESG Risk,23.5
Algonquin Power Corp.,-,,Medium ESG Risk,28.1
ALi Corp.,TAI,3041,High ESG Risk,37.8
Aliansce Sonae Shopping Centers SA,BSP,ALSO3,Low ESG Risk,18.5
Aliaxis SA,BRU,1153318,Medium ESG Risk,29.2
Alibaba Group Holding Ltd.,HKG,9988,Medium ESG Risk,26.5
Alibaba Health Information Technology Ltd.,HKG,241,Medium ESG Risk,21.5
Alibaba Pictures Group Ltd.,HKG,1060,Low ESG Risk,18.5
Alicorp SAA,LIM,ALICORC1,High ESG Risk,36.4
"Alight, Inc.",NYS,ALIT,Low ESG Risk,17.5
"Align Technology, Inc.",NAS,ALGN,Low ESG Risk,19.4
"Alignment Healthcare, Inc.",NAS,ALHC,Medium ESG Risk,23.2
Alimak Group AB,OME,ALIG,Medium ESG Risk,23.2
"Alimentation Couche-Tard, Inc.",TSE,ATD,Medium ESG Risk,23
Alimtiaz Investment Group KSCC,KUW,ALIMTIAZ,Severe ESG Risk,40.8
Alinma Bank,SAU,1150,High ESG Risk,30.9
Alior Bank SA,WAR,ALR,High ESG Risk,33.8
ALK-Abello A/S,CSE,ALK.B,Medium ESG Risk,30
"Alkami Technology, Inc.",NAS,ALKT,Low ESG Risk,19.8
Alkane Resources Ltd.,ASX,ALK,Severe ESG Risk,40.7
Alkem Laboratories Ltd.,BOM,539523,High ESG Risk,35.4
Alkermes Plc,NAS,ALKS,Medium ESG Risk,24.5
Alkhorayef Water & Power Technologies,SAU,2081,Severe ESG Risk,46.4
Alkyl Amines Chemicals Ltd.,BOM,506767,Medium ESG Risk,29.4
"Allakos, Inc.",NAS,ALLK,High ESG Risk,39.9
Allcargo Logistics Ltd.,BOM,532749,Medium ESG Risk,24.1
Alleghany Corp.,-,,Medium ESG Risk,21.7
Allegiant Travel Co.,NAS,ALGT,Severe ESG Risk,40.1
Allegion Plc,NYS,ALLE,Medium ESG Risk,21.8
"Allegro MicroSystems, Inc.",NAS,ALGM,Medium ESG Risk,22
Allegro.eu SA,WAR,ALE,Medium ESG Risk,21.4
Alleima AB,OME,ALLEI,High ESG Risk,33.7
"ALLETE, Inc.",NYS,ALE,High ESG Risk,34.2
Allfunds Group Plc,AMS,ALLFG,Medium ESG Risk,20.1
AllHome Corp.,PHS,HOME,Low ESG Risk,17.7
Alliance Bank Malaysia Bhd.,KLS,2488,Medium ESG Risk,27.2
"Alliance Global Group, Inc.",PHS,AGI,Severe ESG Risk,51.7
Alliance International Education Leasing Holdings Ltd.,HKG,1563,High ESG Risk,33.5
Alliance Pharma Plc,LON,APH,Low ESG Risk,13.9
Alliance Resource Partners LP,NAS,ARLP,Severe ESG Risk,52.9
Alliander NV,-,,Low ESG Risk,12.9
Alliant Energy Corp.,NAS,LNT,Medium ESG Risk,21.3
Allianz SE,ETR,ALV,Low ESG Risk,13.3
"Allied Motion Technologies, Inc.",NAS,AMOT,Medium ESG Risk,29.2
Allied Properties Real Estate Investment Trust,TSE,AP.UT,Low ESG Risk,14
Allied Supreme Corp.,TAI,4770,Medium ESG Risk,29.7
Allied World Assurance Company Holdings Ltd.,-,,Medium ESG Risk,29
Alligator Bioscience AB,OME,ATORX,Medium ESG Risk,28.5
Alligo AB,OME,ALLIGO.B,Low ESG Risk,19.1
"Allison Transmission Holdings, Inc.",NYS,ALSN,High ESG Risk,30.3
Allkem Ltd.,ASX,AKE,High ESG Risk,38.1
"Allogene Therapeutics, Inc.",NAS,ALLO,Medium ESG Risk,25.2
Allot Ltd.,NAS,ALLT,Medium ESG Risk,25.4
"AlloVir, Inc.",NAS,ALVR,High ESG Risk,30.4
Allreal Holding AG,SWX,ALLN,Medium ESG Risk,21.9
"Allwinner Technology Co., Ltd.",SHE,300458,Severe ESG Risk,41.5
"Ally Financial, Inc.",NYS,ALLY,Medium ESG Risk,23
Alm. Brand A/S,CSE,ALMB,Medium ESG Risk,29.1
Alma Media Oyj,HEL,ALMA,Low ESG Risk,11.8
Almarai Co. Ltd.,SAU,2280,High ESG Risk,35.8
Almeera Consumer Goods Co. QSC,DSMD,MERS,Medium ESG Risk,25.4
Almirall SA,MCE,ALM,Low ESG Risk,17.1
Almunajem Foods Co.,SAU,4162,Medium ESG Risk,21.4
"Alnylam Pharmaceuticals, Inc.",NAS,ALNY,Medium ESG Risk,29.6
Alok Industries Ltd.,BOM,521070,Low ESG Risk,17.4
Alony Hetz Properties & Investments Ltd.,TAE,ALHE,Medium ESG Risk,23.2
Alpargatas SA,BSP,ALPA4,Low ESG Risk,17.3
Alpek SAB de CV,MEX,ALPEKA,Medium ESG Risk,24.4
"Alpen Co., Ltd.",TKS,3028,Medium ESG Risk,22.7
Alpha & Omega Semiconductor Ltd.,NAS,AOSL,High ESG Risk,33.4
Alpha Dhabi Holding PJSC,ADS,ALPHADHABI,Medium ESG Risk,21.9
Alpha Group (China),SHE,2292,Low ESG Risk,17.4
Alpha Group International Plc,LON,ALPH,High ESG Risk,33.6
"Alpha Metallurgical Resources, Inc.",NYS,AMR,Severe ESG Risk,52
"Alpha Networks, Inc.",TAI,3380,Medium ESG Risk,20.3
Alpha Services & Holdings SA,ATH,ALPHA,Low ESG Risk,18.8
"Alpha Systems, Inc.",TKS,4719,Medium ESG Risk,25.1
"Alphabet, Inc.",NAS,GOOGL,Medium ESG Risk,24.5
Alphamab Oncology,HKG,9966,High ESG Risk,32.6
"Alphatec Holdings, Inc.",NAS,ATEC,High ESG Risk,32.4
Alphawave IP Group Plc,LON,AWE,High ESG Risk,32.7
"Alpine Immune Sciences, Inc.",NAS,ALPN,Medium ESG Risk,29.7
"Alps Alpine Co., Ltd.",TKS,6770,Medium ESG Risk,21.7
ALROSA PJSC,MIC,ALRS,Severe ESG Risk,46.8
ALS Ltd.,ASX,ALQ,Medium ESG Risk,20.1
Alsea SAB de CV,MEX,ALSEA,Medium ESG Risk,27.9
ALSO Holding AG,SWX,ALSN,Low ESG Risk,10.5
Alstom SA,PAR,ALO,Low ESG Risk,19.3
alstria office REIT-AG,ETR,AOX,Low ESG Risk,11.3
"Alta Equipment Group, Inc.",NYS,ALTG,High ESG Risk,33.6
AltaGas Ltd.,TSE,ALA,High ESG Risk,31.3
"Altair Engineering, Inc.",NAS,ALTR,Medium ESG Risk,24.9
AltaLink LP,-,,Medium ESG Risk,25.9
Altarea SCA,PAR,ALTA,Low ESG Risk,14.7
Altareit SA,PAR,AREIT,Low ESG Risk,15.7
Altek Corp.,TAI,3059,Medium ESG Risk,20.2
Alten SA,PAR,ATE,Low ESG Risk,16.7
ALTEO Energy Services Plc,BUD,ALTEO,High ESG Risk,31.9
"Alteogen, Inc.",KRX,196170,High ESG Risk,34.3
"Alteryx, Inc.",NYS,AYX,Medium ESG Risk,24
Altice France SA,-,,Low ESG Risk,17.4
Altice International SARL,-,,Medium ESG Risk,28.7
"Altice USA, Inc.",NYS,ATUS,Medium ESG Risk,22.4
"Altimmune, Inc.",NAS,ALT,Medium ESG Risk,30
Altium Ltd.,ASX,ALU,Low ESG Risk,17
Altius Minerals Corp.,TSE,ALS,High ESG Risk,31.6
"Alto Ingredients, Inc.",NAS,ALTO,High ESG Risk,32.2
Altra Industrial Motion Corp.,-,,Medium ESG Risk,26.8
Altri SGPS SA,LIS,ALTR,Low ESG Risk,14.7
"Altria Group, Inc.",NYS,MO,Medium ESG Risk,24.2
Altshuler Shaham Financial Ltd.,TAE,ALTF,High ESG Risk,37.1
Altus Group Ltd.,TSE,AIF,Negligible ESG Risk,8.8
"Altus Power, Inc.",NYS,AMPS,Medium ESG Risk,24.8
Alujain Corp.,SAU,2170,High ESG Risk,36.9
Alumina Ltd.,ASX,AWC,Medium ESG Risk,28.3
Aluminum Corp. of China Ltd.,HKG,2600,Severe ESG Risk,53.8
Alupar Investimento SA,BSP,ALUP11,Severe ESG Risk,42
"ALX Oncology Holdings, Inc.",NAS,ALXO,High ESG Risk,30.9
AMA Group Ltd.,ASX,AMA,Low ESG Risk,14.5
"AMADA Co., Ltd.",TKS,6113,High ESG Risk,30.5
Amadeus FiRe AG,ETR,AAD,Low ESG Risk,11.9
Amadeus IT Group SA,MCE,AMS,Low ESG Risk,14.2
Amadys NV,-,,Low ESG Risk,13
AMAG Austria Metall AG,WBO,AMAG,Low ESG Risk,16.5
Amalgamated Financial Corp.,NAS,AMAL,Low ESG Risk,14.5
Amanat Holdings PJSC,DFM,AMANAT,High ESG Risk,34.8
Amano Corp.,TKS,6436,Low ESG Risk,15.4
Amara Raja Batteries Ltd.,BOM,500008,Medium ESG Risk,20.1
"Amata Corp. Public Co., Ltd.",BKK,AMATA,Low ESG Risk,15.4
Amazing Microelectronic Corp.,ROCO,6411,Medium ESG Risk,24.9
"Amazon.com, Inc.",NAS,AMZN,High ESG Risk,30.3
"Ambac Financial Group, Inc.",NYS,AMBC,High ESG Risk,32.9
"Ambarella, Inc.",NAS,AMBA,High ESG Risk,33.1
Ambea AB,OME,AMBEA,Medium ESG Risk,27.6
Amber Enterprises India Ltd.,BOM,540902,High ESG Risk,30.2
Ambev SA,BSP,ABEV3,Medium ESG Risk,22
Ambika Cotton Mills Ltd.,BOM,531978,Low ESG Risk,19.4
Ambipar Participações e Empreendimentos SA,BSP,AMBP3,Low ESG Risk,18.1
Ambu A/S,CSE,AMBU.B,Medium ESG Risk,25.1
Ambuja Cements Ltd.,BOM,500425,Medium ESG Risk,25.3
"AMC Entertainment Holdings, Inc.",NYS,AMC,Low ESG Risk,18.2
"AMC Networks, Inc.",NAS,AMCX,Medium ESG Risk,23.6
Amcor Plc,NYS,AMCR,Low ESG Risk,17.6
Amdocs Ltd.,NAS,DOX,Low ESG Risk,12.6
"Amedisys, Inc.",NAS,AMED,Medium ESG Risk,22.4
"Amerant Bancorp, Inc.",NAS,AMTB,High ESG Risk,33.5
Ameren Corp.,NYS,AEE,Medium ESG Risk,29.5
Ameren Illinois Co.,-,,High ESG Risk,38.8
"Ameresco, Inc.",NYS,AMRC,High ESG Risk,35.1
America Movil SAB de CV,MEX,AMXB,Medium ESG Risk,21.7
"America's Car-Mart, Inc.",NAS,CRMT,Low ESG Risk,12.8
"American Airlines Group, Inc.",NAS,AAL,Medium ESG Risk,26.4
American Assets Trust LP,-,,Low ESG Risk,13.4
"American Assets Trust, Inc.",NYS,AAT,Low ESG Risk,16.1
"American Axle & Manufacturing Holdings, Inc.",NYS,AXL,Low ESG Risk,16.1
"American Eagle Outfitters, Inc.",NYS,AEO,Low ESG Risk,13.2
"American Electric Power Co., Inc.",NAS,AEP,Medium ESG Risk,26.1
American Equity Investment Life Holding Co.,NYS,AEL,High ESG Risk,31.8
American Express Co.,NYS,AXP,Low ESG Risk,18.7
American Family Insurance Mutual Holding Co.,-,,Medium ESG Risk,24
American Family Mutual Insurance Co. SI,-,,Medium ESG Risk,23
"American Financial Group, Inc.",NYS,AFG,Medium ESG Risk,28
American Homes 4 Rent,NYS,AMH,Low ESG Risk,13.3
"American International Group, Inc.",NYS,AIG,Medium ESG Risk,24.5
"American National Bankshares, Inc. (Virginia)",NAS,AMNB,High ESG Risk,32.1
"American Public Education, Inc.",NAS,APEI,Low ESG Risk,13.9
"American Realty Investors, Inc.",NYS,ARL,Medium ESG Risk,26.1
"American Software, Inc.",NAS,AMSWA,Medium ESG Risk,23.9
American States Water Co.,NYS,AWR,Medium ESG Risk,28.2
"American Tire Distributors, Inc.",-,,Low ESG Risk,11.4
American Tower Corp.,NYS,AMT,Low ESG Risk,10.7
"American Transmission Systems, Inc.",-,,High ESG Risk,34.4
American University,-,,Low ESG Risk,13.6
American Vanguard Corp.,NYS,AVD,High ESG Risk,39.4
"American Water Works Co., Inc.",NYS,AWK,Medium ESG Risk,21.6
American Well Corp.,NYS,AMWL,Medium ESG Risk,27.6
American Woodmark Corp.,NAS,AMWD,High ESG Risk,31.1
Americanas SA,BSP,AMER3,High ESG Risk,31.5
"Americold Realty Trust, Inc.",NYS,COLD,Low ESG Risk,15.7
"AmeriCredit Financial Services, Inc.",-,,Low ESG Risk,18.7
"Ameriprise Financial, Inc.",NYS,AMP,Medium ESG Risk,22.6
Ameris Bancorp,NAS,ABCB,High ESG Risk,32.1
"AMERISAFE, Inc.",NAS,AMSF,Medium ESG Risk,27.1
AmerisourceBergen Corp.,NYS,ABC,Low ESG Risk,12.6
"AMETEK, Inc.",NYS,AME,Medium ESG Risk,24.1
AMG Advanced Metallurgical Group NV,AMS,AMG,High ESG Risk,39.7
"Amgen, Inc.",NAS,AMGN,Medium ESG Risk,22
"Amicogen, Inc.",KRX,92040,Medium ESG Risk,25.6
"Amicus Therapeutics, Inc.",NAS,FOLD,Medium ESG Risk,27.5
"Amkor Technology, Inc.",NAS,AMKR,Medium ESG Risk,21
Amlak International for Real Estate Financing,SAU,1182,Medium ESG Risk,25.6
AMMB Holdings Bhd.,KLS,1015,Medium ESG Risk,27.1
"AMMO, Inc.",NAS,POWW,Low ESG Risk,18.9
"AMN Healthcare Services, Inc.",NYS,AMN,Low ESG Risk,18.5
"Amneal Pharmaceuticals, Inc.",NYS,AMRX,High ESG Risk,39.9
Amorepacific Corp.,KRX,90430,High ESG Risk,36
"AmorePacific Group, Inc.",KRX,2790,Medium ESG Risk,27.4
Amot Investments Ltd.,TAE,AMOT,Low ESG Risk,17.7
"Amoy Diagnostics Co., Ltd.",SHE,300685,High ESG Risk,36.8
AMP Ltd.,ASX,AMP,Medium ESG Risk,23.4
"Amphastar Pharmaceuticals, Inc.",NAS,AMPH,High ESG Risk,34.9
Amphenol Corp.,NYS,APH,Low ESG Risk,20
Amplifon SpA,MIL,AMP,Low ESG Risk,14.5
Amplify Energy Corp.,NYS,AMPY,Severe ESG Risk,51.8
"Amplitude, Inc.",NAS,AMPL,Low ESG Risk,19.6
Ampol Ltd.,ASX,ALD,High ESG Risk,32.2
Amprion GmbH,-,,Low ESG Risk,12.1
AmRest Holdings SE,WAR,EAT,Medium ESG Risk,29.3
ams-OSRAM AG,SWX,AMS,Medium ESG Risk,21
"AmTRAN Technology Co., Ltd.",TAI,2489,Medium ESG Risk,20.8
Amundi SA,PAR,AMUN,Low ESG Risk,19.3
"Amuse, Inc.",TKS,4301,Low ESG Risk,17.8
"Amvis Holdings, Inc.",TKS,7071,Medium ESG Risk,29.8
"Amylyx Pharmaceuticals, Inc.",NAS,AMLX,High ESG Risk,37
"Amyris, Inc.",NAS,AMRS,High ESG Risk,33.8
"An Hui Wenergy Co., Ltd.",SHE,543,Severe ESG Risk,53.6
"AN2 Therapeutics, Inc.",NAS,ANTX,Medium ESG Risk,25.2
ANA HOLDINGS INC.,TKS,9202,High ESG Risk,32
Anadolu Efes Biracilik ve Malt Sanayii A.S.,IST,AEFES.E,Medium ESG Risk,21.9
"Anaergia, Inc.",TSE,ANRG,Medium ESG Risk,22.9
"Analog Devices, Inc.",NAS,ADI,Medium ESG Risk,22.9
"Ananti, Inc.",KRX,25980,High ESG Risk,34.6
"AnaptysBio, Inc.",NAS,ANAB,Medium ESG Risk,25.5
Anavex Life Sciences Corp.,NAS,AVXL,Medium ESG Risk,28.6
Anchor Hanover Group,-,,Medium ESG Risk,22.8
Andes Technology Corp.,TAI,6533,Medium ESG Risk,24.8
"Andlauer Healthcare Group, Inc.",TSE,AND,Medium ESG Risk,23.9
Andritz AG,WBO,ANDR,Medium ESG Risk,24.8
Andromeda Metals Ltd.,ASX,ADN,Severe ESG Risk,44.9
ANEST IWATA Corp.,TKS,6381,Medium ESG Risk,27.5
"Angang Steel Co., Ltd.",HKG,347,Severe ESG Risk,44.4
"Angel Oak Mortgage REIT, Inc.",NYS,AOMR,Medium ESG Risk,24.2
Angel One Ltd.,BOM,543235,Low ESG Risk,18.6
"Angel Yeast Co., Ltd.",SHG,600298,Severe ESG Risk,41.3
"Angelalign Technology, Inc.",HKG,6699,High ESG Risk,39.1
"AnGes, Inc.",TKS,4563,High ESG Risk,30.2
"Angi, Inc.",NAS,ANGI,Medium ESG Risk,27.5
"AngioDynamics, Inc.",NAS,ANGO,Medium ESG Risk,29
Anglo American Platinum Ltd.,JSE,AMS,Low ESG Risk,17.5
Anglo American Plc,LON,AAL,Medium ESG Risk,22.6
Anglo-Eastern Plantations Plc,LON,AEP,High ESG Risk,37.8
AngloGold Ashanti Ltd.,JSE,ANG,Medium ESG Risk,24.7
Anheuser-Busch Cos. LLC,-,,Medium ESG Risk,20.9
Anheuser-Busch InBev SA/NV,BRU,ABI,Low ESG Risk,19.4
"Anhui Anke Biotechnology (Group) Co., Ltd.",SHE,300009,Medium ESG Risk,26.6
"Anhui Conch Cement Co., Ltd.",HKG,914,High ESG Risk,32.5
Anhui Construction Engineering Group Corp. Ltd.,SHG,600502,Severe ESG Risk,46
"Anhui Expressway Co., Ltd.",HKG,995,Low ESG Risk,13
Anhui Genuine New Materials Co. Ltd.,SHG,603429,Medium ESG Risk,28.9
"Anhui Guangxin Agrochemical Co., Ltd.",SHG,603599,High ESG Risk,35
"Anhui Gujing Distillery Co., Ltd.",SHE,596,High ESG Risk,32.1
"Anhui Honglu Steel Construction (Group) Co., Ltd.",SHE,2541,High ESG Risk,33.7
"Anhui HuilLong Agricultural Means of Production Co., Ltd.",SHE,2556,Severe ESG Risk,45.4
"Anhui Jiangnan Chemical Industry Co., Ltd.",SHE,2226,High ESG Risk,34.7
"Anhui Jinhe Industrial Co., Ltd.",SHE,2597,Medium ESG Risk,28
"Anhui Kouzi Distillery Co., Ltd.",SHG,603589,High ESG Risk,31.9
"Anhui Tatfook Technology Co., Ltd.",SHE,300134,Medium ESG Risk,22.2
"Anhui Truchum Advanced Materials & Technology Co., Ltd.",SHE,2171,Severe ESG Risk,47.6
"Anhui Yingjia Distillery Co., Ltd.",SHG,603198,High ESG Risk,34.9
"Anhui Zhongding Sealing Parts Co., Ltd.",SHE,887,Medium ESG Risk,26.1
"ANI Pharmaceuticals, Inc.",NAS,ANIP,High ESG Risk,36.7
"Anicom Holdings, Inc.",TKS,8715,High ESG Risk,33.7
"Anika Therapeutics, Inc.",NAS,ANIK,Low ESG Risk,18.8
Anima Holding SA,BSP,ANIM3,Low ESG Risk,18.6
Anima Holding SpA,MIL,ANIM,Low ESG Risk,11.5
"Anji Microelectronics Technology (Shanghai) Co., Ltd.",SHG,688019,Medium ESG Risk,25.4
"Anjoy Foods Group Co., Ltd.",SHG,603345,Severe ESG Risk,45.7
"Anker Innovations Technology Co., Ltd.",SHE,300866,High ESG Risk,35.6
"Annaly Capital Management, Inc.",NYS,NLY,Low ESG Risk,10.8
Annehem Fastigheter AB,OME,ANNE.B,Low ESG Risk,19.2
Annington Homes Limited,-,,Low ESG Risk,15.7
Anora Group Oyj,HEL,ANORA,Medium ESG Risk,22.7
Anoto Group AB,OME,ANOT,Medium ESG Risk,20.8
Anpec Electronics Corp.,ROCO,6138,High ESG Risk,39.1
Anritsu Corp.,TKS,6754,Negligible ESG Risk,7.3
Ansell Ltd.,ASX,ANN,Low ESG Risk,15.6
"ANSYS, Inc.",NAS,ANSS,Low ESG Risk,13
ANTA Sports Products Ltd.,HKG,2020,Low ESG Risk,17.3
AntarChile SA,SGO,ANTARCHILE,Severe ESG Risk,55.6
Antares Holdings LP,-,,High ESG Risk,35.3
Antares Vision SpA,MIL,AV,Medium ESG Risk,23.1
Antengene Corp. Ltd.,HKG,6996,High ESG Risk,33.7
"Anterix, Inc.",NAS,ATEX,High ESG Risk,32.5
Antero Midstream Corp.,NYS,AM,Medium ESG Risk,27.6
Antero Resources Corp.,NYS,AR,High ESG Risk,36.4
"Anterogen Co., Ltd.",KRX,65660,High ESG Risk,30.8
Antin Infrastructure Partners SA,PAR,ANTIN,Low ESG Risk,14.4
Antofagasta Plc,LON,ANTO,Medium ESG Risk,24.3
Anupam Rasayan India Ltd.,BOM,543275,Medium ESG Risk,26.7
"Anywhere Real Estate, Inc.",NYS,HOUS,Negligible ESG Risk,8.1
AO World Plc,LON,AO,Medium ESG Risk,23.3
AOA Top Tier Holding Co. LP,-,,Low ESG Risk,19.9
"AOKI Holdings, Inc.",TKS,8214,Medium ESG Risk,23.1
Aon Plc,NYS,AON,Low ESG Risk,15.8
"Aotecar New Energy Technology Co., Ltd.",SHE,2239,Medium ESG Risk,24.1
"AOYAMA TRADING Co., Ltd.",TKS,8219,Low ESG Risk,18.7
Aozora Bank Ltd.,TKS,8304,Medium ESG Risk,23.8
AP (Thailand) Public Co. Ltd.,BKK,AP,Low ESG Risk,18.5
AP Impact Euro (Lux) SARL,-,,High ESG Risk,36.8
AP Memory Technology Corp.,TAI,6531,Medium ESG Risk,26.4
APA Corp.,NAS,APA,Severe ESG Risk,46
APA Group,ASX,APA,High ESG Risk,34.4
Apartment Income REIT Corp.,NYS,AIRC,Low ESG Risk,15.7
Apartment Investment & Management Co.,NYS,AIV,Low ESG Risk,18.7
"Apellis Pharmaceuticals, Inc.",NAS,APLS,Medium ESG Risk,24.1
"Apeloa Pharmaceutical Co., Ltd.",SHE,739,Severe ESG Risk,42.5
Aperam SA,AMS,APAM,Medium ESG Risk,26.6
"Apex International Co., Ltd.",TAI,4927,Medium ESG Risk,22.2
"Apex International Financial Engineering Res & Tech Co., Ltd.",ROCO,5210,Medium ESG Risk,28.6
Apex Investment PSC,ADS,APEX,High ESG Risk,39
APG SGA SA,SWX,APGN,Low ESG Risk,17.6
APi Group Corp.,NYS,APG,Medium ESG Risk,24
APL Apollo Tubes Ltd.,BOM,533758,High ESG Risk,30.5
"Apogee Enterprises, Inc.",NAS,APOG,High ESG Risk,31.6
"Apollo Commercial Real Estate Finance, Inc.",NYS,ARI,Low ESG Risk,16.1
Apollo Future Mobility Group Ltd.,HKG,860,Low ESG Risk,19.5
"Apollo Global Management, Inc.",NYS,APO,Medium ESG Risk,26
Apollo Hospitals Enterprise Ltd.,BOM,508869,Medium ESG Risk,27.9
"Apollo Medical Holdings, Inc.",NAS,AMEH,Medium ESG Risk,24.9
Apollo Tyres Ltd.,BOM,500877,Low ESG Risk,18.1
Appalachian Power Co.,-,,High ESG Risk,33
Appen Ltd.,ASX,APX,Low ESG Risk,16.1
"AppFolio, Inc.",NAS,APPF,Medium ESG Risk,21.6
"AppHarvest, Inc.",NAS,APPH,Severe ESG Risk,41.6
Appian Corp.,NAS,APPN,Medium ESG Risk,25.3
"Appier Group, Inc.",TKS,4180,Medium ESG Risk,28.5
"Apple Hospitality REIT, Inc.",NYS,APLE,Low ESG Risk,18.1
"Apple, Inc.",NAS,AAPL,Low ESG Risk,16.4
Applied Digital Corp.,NAS,APLD,Low ESG Risk,19.2
"Applied Industrial Technologies, Inc.",NYS,AIT,Medium ESG Risk,24.1
"Applied Materials, Inc.",NAS,AMAT,Low ESG Risk,12.7
Applus Services SA,MCE,APPS,Low ESG Risk,13.3
"Aprogen Biologics, Inc.",KRX,3060,Severe ESG Risk,48.8
APRR SA,-,,Negligible ESG Risk,8.6
"Aptabio Therapeutics, Inc.",KRX,293780,Severe ESG Risk,41.3
"AptarGroup, Inc.",NYS,ATR,Low ESG Risk,12.3
Aptitude Software Group Plc,LON,APTD,Medium ESG Risk,22.9
Aptiv Plc,NYS,APTV,Low ESG Risk,10.7
Aptus Value Housing Finance India Ltd.,BOM,543335,Medium ESG Risk,23.8
AQ Group AB,OME,AQ,Medium ESG Risk,25.9
Aquafil SpA,MIL,ECNL,Low ESG Risk,15.4
Arab National Bank,SAU,1080,High ESG Risk,31
Arab Petroleum Investments Corp.,-,,Low ESG Risk,15
Arabian Cement Co.,SAU,3010,High ESG Risk,39.2
Arabian Centres Co.,SAU,4321,Medium ESG Risk,26.3
Arabian Centres Sukuk II Ltd.,-,,Medium ESG Risk,22
Arabian Contracting Services Co.,SAU,4071,Medium ESG Risk,22.9
Arad Investment & Industrial Development Ltd.,TAE,ARAD,Low ESG Risk,19.2
ARADA Developments LLC,-,,Medium ESG Risk,24.2
Arafura Rare Earths Ltd.,ASX,ARU,Severe ESG Risk,48.2
Aragvi Holding International Ltd.,-,,Severe ESG Risk,45.3
Arakawa Chemical Industries Ltd.,TKS,4968,Medium ESG Risk,29.7
Aramark,NYS,ARMK,Medium ESG Risk,23.9
Aramex PJSC,DFM,ARMX,Low ESG Risk,14.9
Arata Corp.,TKS,2733,Low ESG Risk,17.3
ARB Corp. Ltd.,ASX,ARB,Medium ESG Risk,26.5
Arbonia AG,SWX,ARBN,Medium ESG Risk,27.1
"Arbor Realty Trust, Inc.",NYS,ABR,Medium ESG Risk,20.6
Arbutus Biopharma Corp.,NAS,ABUS,Medium ESG Risk,27.3
"Arby's Restaurant Group, Inc.",-,,High ESG Risk,35.7
ARC Resources Ltd.,TSE,ARX,High ESG Risk,36.3
Arca Continental SAB de CV,MEX,AC,Medium ESG Risk,24
Arcadis NV,AMS,ARCAD,Low ESG Risk,13.9
Arcadyan Technology Corp.,TAI,3596,Medium ESG Risk,24.8
ArcBest Corp.,NAS,ARCB,Low ESG Risk,16.8
Arçelik AS,IST,ARCLK.E,Low ESG Risk,12.8
"Arcellx, Inc.",NAS,ACLX,Medium ESG Risk,26.9
ArcelorMittal SA,AMS,MT,High ESG Risk,36.2
ArcelorMittal South Africa Ltd.,JSE,ACL,Severe ESG Risk,49.5
"Arch Capital Group (U.S.), Inc.",-,,Low ESG Risk,19.1
Arch Capital Group Ltd.,NAS,ACGL,Medium ESG Risk,22.5
"Arch Resources, Inc.",NYS,ARCH,Severe ESG Risk,53.4
"Archaea Energy, Inc.",-,,Medium ESG Risk,26.5
"Archer Aviation, Inc.",NYS,ACHR,High ESG Risk,39.3
Archer-Daniels-Midland Co.,NYS,ADM,High ESG Risk,31.6
